Time id,Material,Material_Id,Quantity,Total_Value
24,C37-500435,1800.0,36.0,1533289.41
25,C37-500435,1800.0,43.0,1831734.94999999
26,C37-500435,1800.0,28.0,1192796.32
27,C37-500435,1800.0,30.0,1264793.53999999
28,C37-500435,1800.0,19.0,801358.999999999
29,C37-500435,1800.0,20.0,818673.679999999
30,C37-500435,1800.0,27.0,1093144.19
31,C37-500435,1800.0,27.0,1089032.31
32,C37-500435,1800.0,15.0,604727.69
33,C37-500435,1800.0,30.0,1209294.15
34,C37-500435,1800.0,21.0,846427.009999999
35,C37-500435,1800.0,36.0,1450993.02
36,C37-500435,1800.0,28.0,1128540.0
37,C37-500435,1800.0,32.0,1289760.0
38,C37-500435,1800.0,21.0,846405.0
1,C56-000112,1895.0,18.0,521616.059999999
2,C56-000112,1895.0,12.0,335135.88
3,C56-000112,1895.0,40.0,1148028.02
4,C56-000112,1895.0,14.0,363865.839999999
5,C56-000112,1895.0,6.0,197234.36
6,C56-000112,1895.0,10.0,317692.999999999
7,C56-000112,1895.0,36.0,1303740.46999999
8,C56-000112,1895.0,16.0,444795.52
9,C56-000112,1895.0,16.0,372220.0
10,C56-000112,1895.0,14.0,389533.66
11,C56-000112,1895.0,16.0,440825.44
12,C56-000112,1895.0,7.0,192861.13
13,C56-000112,1895.0,8.0,220412.72
14,C56-000112,1895.0,19.0,523480.209999999
15,C56-000112,1895.0,17.0,468377.03
16,C56-000112,1895.0,9.0,326880.0
17,C56-000112,1895.0,26.0,978658.04
18,C56-000112,1895.0,44.0,1877793.28
19,C56-000112,1895.0,30.0,1277042.2
20,C56-000112,1895.0,26.0,1106769.83999999
21,C56-000112,1895.0,28.0,1191905.96
22,C56-000112,1895.0,10.0,396017.8
23,C56-000112,1895.0,24.0,950982.06
24,C56-000112,1895.0,20.0,797428.96
25,C56-000112,1895.0,20.0,797428.8
26,C56-000112,1895.0,6.0,239228.64
27,C56-000112,1895.0,38.0,1515114.72
28,C56-000112,1895.0,14.0,558200.16
29,C56-000112,1895.0,18.0,717685.92
30,C56-000112,1895.0,56.0,2115824.13999999
31,C56-000112,1895.0,33.0,1112085.31999999
32,C56-000112,1895.0,16.0,592088.98
33,C56-000112,1895.0,63.0,2163119.16
34,C56-000112,1895.0,17.0,587123.83
35,C56-000112,1895.0,27.0,965806.94
36,C56-000112,1895.0,30.0,1078027.42
37,C56-000112,1895.0,8.0,287518.66
38,C56-000112,1895.0,13.0,467217.79
1,C79-500141,34295.0,6.0,344745.25
2,C79-500141,34295.0,5.0,288915.449999999
3,C79-500141,34295.0,13.0,756138.52
4,C79-500141,34295.0,10.0,585126.6
5,C79-500141,34295.0,2.0,119331.64
6,C79-500141,34295.0,14.0,824433.95
7,C79-500141,34295.0,19.0,1144841.92
8,C79-500141,34295.0,11.0,661723.9
9,C79-500141,34295.0,20.0,1198751.74
10,C79-500141,34295.0,14.0,845843.409999999
11,C79-500141,34295.0,9.0,548413.08
12,C79-500141,34295.0,7.0,427387.6
13,C79-500141,34295.0,14.0,855599.33
14,C79-500141,34295.0,9.0,546060.14
15,C79-500141,34295.0,9.0,536431.56
16,C79-500141,34295.0,9.0,510435.149999999
17,C79-500141,34295.0,12.0,694709.98
18,C79-500141,34295.0,9.0,537434.33
19,C79-500141,34295.0,17.0,979179.28
20,C79-500141,34295.0,16.0,913040.0
21,C79-500141,34295.0,18.0,1024316.75
22,C79-500141,34295.0,20.0,1104207.75
23,C79-500141,34295.0,15.0,827442.5
24,C79-500141,34295.0,18.0,977153.0
25,C79-500141,34295.0,12.0,620721.76
26,C79-500141,34295.0,17.0,879283.07
27,C79-500141,34295.0,14.0,721012.74
28,C79-500141,34295.0,7.0,360506.37
29,C79-500141,34295.0,8.0,407371.38
30,C79-500141,34295.0,20.0,999112.2
31,C79-500141,34295.0,23.0,1206601.54999999
32,C79-500141,34295.0,31.0,1862806.30999999
33,C79-500141,34295.0,10.0,584878.14
34,C79-500141,34295.0,25.0,1504271.91
35,C79-500141,34295.0,14.0,901057.36
36,C79-500141,34295.0,28.0,1802114.72
37,C79-500141,34295.0,9.0,576788.35
38,C79-500141,34295.0,2.0,128722.48
1,S01-110154,34394.0,4.0,544000.0
2,S01-110154,34394.0,6.0,816000.0
3,S01-110154,34394.0,9.0,1224000.0
4,S01-110154,34394.0,4.0,579200.0
6,S01-110154,34394.0,6.0,851200.0
7,S01-110154,34394.0,6.0,868800.0
8,S01-110154,34394.0,8.0,1158400.0
9,S01-110154,34394.0,2.0,289600.0
10,S01-110154,34394.0,9.0,1294400.0
11,S01-110154,34394.0,6.0,860000.0
12,S01-110154,34394.0,14.0,2027200.0
13,S01-110154,34394.0,10.0,1448000.0
14,S01-110154,34394.0,8.0,1158400.0
15,S01-110154,34394.0,3.0,434400.0
16,S01-110154,34394.0,3.0,434400.0
17,S01-110154,34394.0,9.0,1303200.0
18,S01-110154,34394.0,12.0,1737600.0
19,S01-110154,34394.0,6.0,868800.0
20,S01-110154,34394.0,9.0,1303200.0
21,S01-110154,34394.0,7.0,1013600.0
22,S01-110154,34394.0,8.0,1158400.0
23,S01-110154,34394.0,8.0,1158400.0
24,S01-110154,34394.0,9.0,1303200.0
25,S01-110154,34394.0,7.0,1013600.0
26,S01-110154,34394.0,11.0,1592800.0
27,S01-110154,34394.0,10.0,1448000.0
28,S01-110154,34394.0,1.0,144800.0
29,S01-110154,34394.0,4.0,579200.0
30,S01-110154,34394.0,4.0,579200.0
31,S01-110154,34394.0,4.0,579200.0
32,S01-110154,34394.0,3.0,434400.0
33,S01-110154,34394.0,7.0,1013600.0
34,S01-110154,34394.0,10.0,1448000.0
35,S01-110154,34394.0,7.0,1013600.0
36,S01-110154,34394.0,12.0,1737600.0
37,S01-110154,34394.0,14.0,2027200.0
38,S01-110154,34394.0,13.0,1882400.0
1,S02-060361,34400.0,40.0,444816.82
2,S02-060361,34400.0,48.0,530747.08
3,S02-060361,34400.0,34.0,375941.4
4,S02-060361,34400.0,20.0,221229.8
6,S02-060361,34400.0,32.0,354355.2
7,S02-060361,34400.0,52.0,575827.2
8,S02-060361,34400.0,68.0,753004.8
9,S02-060361,34400.0,64.0,708620.22
10,S02-060361,34400.0,72.0,796351.68
11,S02-060361,34400.0,48.0,530654.8
12,S02-060361,34400.0,54.0,596758.02
13,S02-060361,34400.0,56.0,618513.52
14,S02-060361,34400.0,52.0,574316.08
15,S02-060361,34400.0,70.0,914878.8
16,S02-060361,34400.0,68.0,774933.12
17,S02-060361,34400.0,32.0,361481.54
18,S02-060361,34400.0,68.0,758536.04
19,S02-060361,34400.0,60.0,666245.3
20,S02-060361,34400.0,66.0,728829.58
21,S02-060361,34400.0,82.0,905279.299999999
22,S02-060361,34400.0,76.0,839288.559999999
23,S02-060361,34400.0,78.0,862405.08
24,S02-060361,34400.0,104.0,1149380.38
25,S02-060361,34400.0,132.0,1458672.59999999
26,S02-060361,34400.0,118.0,1303767.84
27,S02-060361,34400.0,96.0,1067800.98
28,S02-060361,34400.0,88.0,934844.16
29,S02-060361,34400.0,66.0,694596.22
30,S02-060361,34400.0,64.0,670837.68
31,S02-060361,34400.0,96.0,1005961.91999999
32,S02-060361,34400.0,84.0,880216.679999999
33,S02-060361,34400.0,80.0,833284.0
34,S02-060361,34400.0,74.0,769743.339999999
35,S02-060361,34400.0,58.0,603225.62
36,S02-060361,34400.0,118.0,1227219.5
37,S02-060361,34400.0,92.0,956720.479999999
38,S02-060361,34400.0,2.0,20797.28
1,S01-040082,34391.0,12.0,315840.0
2,S01-040082,34391.0,18.0,473760.0
3,S01-040082,34391.0,18.0,472561.5
4,S01-040082,34391.0,18.0,473073.509999999
6,S01-040082,34391.0,8.0,210530.18
7,S01-040082,34391.0,20.0,526365.15
8,S01-040082,34391.0,17.0,447431.85
9,S01-040082,34391.0,27.0,710637.309999999
10,S01-040082,34391.0,21.0,552719.46
11,S01-040082,34391.0,25.0,657999.61
12,S01-040082,34391.0,23.0,605359.93
13,S01-040082,34391.0,26.0,684319.99
14,S01-040082,34391.0,31.0,815919.74
15,S01-040082,34391.0,22.0,579039.98
16,S01-040082,34391.0,12.0,315840.0
17,S01-040082,34391.0,24.0,669586.759999999
18,S01-040082,34391.0,19.0,529003.7
19,S01-040082,34391.0,23.0,648600.0
20,S01-040082,34391.0,20.0,564000.0
21,S01-040082,34391.0,18.0,507600.0
22,S01-040082,34391.0,11.0,310200.0
23,S01-040082,34391.0,31.0,874200.0
24,S01-040082,34391.0,27.0,761400.0
25,S01-040082,34391.0,28.0,789600.0
26,S01-040082,34391.0,38.0,1071600.0
27,S01-040082,34391.0,29.0,817800.0
28,S01-040082,34391.0,24.0,676800.0
29,S01-040082,34391.0,37.0,1043400.0
30,S01-040082,34391.0,34.0,931361.119999999
31,S01-040082,34391.0,42.0,1136123.01999999
32,S01-040082,34391.0,35.0,939658.009999999
33,S01-040082,34391.0,23.0,616581.57
34,S01-040082,34391.0,32.0,857498.96
35,S01-040082,34391.0,22.0,589441.899999999
36,S01-040082,34391.0,48.0,1285964.21
37,S01-040082,34391.0,31.0,830494.9
38,S01-040082,34391.0,27.0,723331.56
1,A58-14S-0130-SET,67.0,6.0,273215.88
2,A58-14S-0130-SET,67.0,7.0,326706.74
3,A58-14S-0130-SET,67.0,7.0,326705.589999999
4,A58-14S-0130-SET,67.0,2.0,93344.2
6,A58-14S-0130-SET,67.0,4.0,193129.32
7,A58-14S-0130-SET,67.0,8.0,414005.93
8,A58-14S-0130-SET,67.0,6.0,274615.57
9,A58-14S-0130-SET,67.0,5.0,241435.92
10,A58-14S-0130-SET,67.0,13.0,667959.44
11,A58-14S-0130-SET,67.0,16.0,839628.09
12,A58-14S-0130-SET,67.0,20.0,1097320.59
13,A58-14S-0130-SET,67.0,10.0,559639.15
14,A58-14S-0130-SET,67.0,10.0,560950.19
15,A58-14S-0130-SET,67.0,13.0,764796.45
16,A58-14S-0130-SET,67.0,5.0,294888.67
17,A58-14S-0130-SET,67.0,10.0,582089.55
18,A58-14S-0130-SET,67.0,8.0,459751.52
19,A58-14S-0130-SET,67.0,16.0,878544.9
20,A58-14S-0130-SET,67.0,10.0,541279.71
21,A58-14S-0130-SET,67.0,16.0,864696.87
22,A58-14S-0130-SET,67.0,22.0,1162873.59999999
23,A58-14S-0130-SET,67.0,13.0,676588.899999999
24,A58-14S-0130-SET,67.0,15.0,780679.5
25,A58-14S-0130-SET,67.0,19.0,966867.61
26,A58-14S-0130-SET,67.0,11.0,553620.05
27,A58-14S-0130-SET,67.0,30.0,1542883.91
28,A58-14S-0130-SET,67.0,12.0,619910.919999999
29,A58-14S-0130-SET,67.0,11.0,568498.7
30,A58-14S-0130-SET,67.0,8.0,410484.2
31,A58-14S-0130-SET,67.0,17.0,841804.25
32,A58-14S-0130-SET,67.0,18.0,879299.8
33,A58-14S-0130-SET,67.0,23.0,1108614.9
34,A58-14S-0130-SET,67.0,12.0,576376.32
35,A58-14S-0130-SET,67.0,16.0,768347.529999999
36,A58-14S-0130-SET,67.0,10.0,481589.25
37,A58-14S-0130-SET,67.0,17.0,823054.11
38,A58-14S-0130-SET,67.0,12.0,583624.69
1,S26-090060,41525.0,81.0,672299.96
2,S26-090060,41525.0,102.0,846600.0
3,S26-090060,41525.0,93.0,771900.0
4,S26-090060,41525.0,66.0,547800.0
5,S26-090060,41525.0,4.0,33200.0
6,S26-090060,41525.0,75.0,622500.0
7,S26-090060,41525.0,107.0,888100.0
8,S26-090060,41525.0,88.0,736106.919999999
9,S26-090060,41525.0,66.0,562833.61
10,S26-090060,41525.0,73.0,623791.96
11,S26-090060,41525.0,68.0,581309.69
12,S26-090060,41525.0,95.0,812228.08
13,S26-090060,41525.0,80.0,683739.36
14,S26-090060,41525.0,75.0,641233.119999999
15,S26-090060,41525.0,53.0,455873.629999999
16,S26-090060,41525.0,70.0,599402.25
17,S26-090060,41525.0,71.0,607083.34
18,S26-090060,41525.0,82.0,700908.14
19,S26-090060,41525.0,126.0,1077291.72999999
20,S26-090060,41525.0,98.0,837899.98
21,S26-090060,41525.0,106.0,906290.629999999
22,S26-090060,41525.0,94.0,803697.839999999
23,S26-090060,41525.0,106.0,906299.899999999
24,S26-090060,41525.0,95.0,812249.919999999
25,S26-090060,41525.0,92.0,786536.959999999
26,S26-090060,41525.0,99.0,846443.33
27,S26-090060,41525.0,88.0,752399.639999999
28,S26-090060,41525.0,75.0,641250.0
29,S26-090060,41525.0,90.0,769500.0
30,S26-090060,41525.0,94.0,803700.0
31,S26-090060,41525.0,76.0,649799.99
32,S26-090060,41525.0,78.0,666899.98
33,S26-090060,41525.0,107.0,914850.0
34,S26-090060,41525.0,68.0,581399.98
35,S26-090060,41525.0,91.0,778050.0
36,S26-090060,41525.0,103.0,880650.0
37,S26-090060,41525.0,58.0,495900.0
38,S26-090060,41525.0,86.0,735300.0
1,S21-001-129,41501.0,13.0,1099523.01
2,S21-001-129,41501.0,8.0,688212.82
3,S21-001-129,41501.0,8.0,696697.46
4,S21-001-129,41501.0,6.0,521658.82
6,S21-001-129,41501.0,3.0,260564.25
7,S21-001-129,41501.0,13.0,1125020.99
8,S21-001-129,41501.0,7.0,586654.75
9,S21-001-129,41501.0,31.0,2596165.80999999
10,S21-001-129,41501.0,21.0,1753293.51
12,S21-001-129,41501.0,9.0,751564.97
13,S21-001-129,41501.0,2.0,170329.92
14,S21-001-129,41501.0,3.0,255100.0
15,S21-001-129,41501.0,23.0,2258462.36
16,S21-001-129,41501.0,13.0,1136410.31
17,S21-001-129,41501.0,10.0,858292.5
18,S21-001-129,41501.0,17.0,1479930.11
19,S21-001-129,41501.0,20.0,1729465.69
20,S21-001-129,41501.0,14.0,1193573.86
21,S21-001-129,41501.0,14.0,1185681.07
22,S21-001-129,41501.0,9.0,733846.4
23,S21-001-129,41501.0,26.0,2097268.67
24,S21-001-129,41501.0,23.0,1840960.83999999
25,S21-001-129,41501.0,8.0,621030.55
26,S21-001-129,41501.0,13.0,1020692.36
27,S21-001-129,41501.0,4.0,316688.61
28,S21-001-129,41501.0,10.0,779422.1
29,S21-001-129,41501.0,24.0,1951205.34999999
30,S21-001-129,41501.0,10.0,810247.5
31,S21-001-129,41501.0,11.0,884951.77
32,S21-001-129,41501.0,6.0,487800.0
33,S21-001-129,41501.0,6.0,474600.0
34,S21-001-129,41501.0,4.0,316400.0
35,S21-001-129,41501.0,10.0,791000.0
36,S21-001-129,41501.0,6.0,469361.12
37,S21-001-129,41501.0,21.0,1623138.91
38,S21-001-129,41501.0,13.0,971674.6
1,RC84-100149-CG,34391.0,7.0,121768.92
2,RC84-100149-CG,34391.0,17.0,275757.45
3,RC84-100149-CG,34391.0,23.0,384479.56
4,RC84-100149-CG,34391.0,13.0,217667.32
5,RC84-100149-CG,34391.0,1.0,16739.19
6,RC84-100149-CG,34391.0,39.0,652828.409999999
7,RC84-100149-CG,34391.0,45.0,823348.65
8,RC84-100149-CG,34391.0,54.0,1026000.0
9,RC84-100149-CG,34391.0,54.0,1026000.0
10,RC84-100149-CG,34391.0,31.0,589000.0
11,RC84-100149-CG,34391.0,39.0,741000.0
12,RC84-100149-CG,34391.0,39.0,741000.0
13,RC84-100149-CG,34391.0,30.0,570000.0
14,RC84-100149-CG,34391.0,35.0,665000.0
15,RC84-100149-CG,34391.0,26.0,494000.0
16,RC84-100149-CG,34391.0,25.0,475000.0
17,RC84-100149-CG,34391.0,23.0,437000.0
18,RC84-100149-CG,34391.0,34.0,646000.0
19,RC84-100149-CG,34391.0,54.0,1060855.48
20,RC84-100149-CG,34391.0,41.0,807944.89
21,RC84-100149-CG,34391.0,40.0,717570.0
22,RC84-100149-CG,34391.0,40.0,782951.6
23,RC84-100149-CG,34391.0,63.0,1216269.5
24,RC84-100149-CG,34391.0,30.0,577595.55
25,RC84-100149-CG,34391.0,40.0,778522.6
26,RC84-100149-CG,34391.0,11.0,215394.08
27,RC84-100149-CG,34391.0,42.0,823210.619999999
28,RC84-100149-CG,34391.0,45.0,884743.24
29,RC84-100149-CG,34391.0,31.0,609489.8
30,RC84-100149-CG,34391.0,40.0,793875.2
31,RC84-100149-CG,34391.0,36.0,715117.68
32,RC84-100149-CG,34391.0,30.0,596241.2
33,RC84-100149-CG,34391.0,59.0,1173216.73
34,RC84-100149-CG,34391.0,11.0,218845.99
35,RC84-100149-CG,34391.0,30.0,596969.72
36,RC84-100149-CG,34391.0,55.0,1094492.85
37,RC84-100149-CG,34391.0,35.0,696498.75
38,RC84-100149-CG,34391.0,50.0,994999.8
20,A46-14S-0124-SET,54.0,3.0,240036.8
21,A46-14S-0124-SET,54.0,2.0,160691.2
24,A46-14S-0124-SET,54.0,4.0,307120.8
25,A46-14S-0124-SET,54.0,11.0,834759.02
26,A46-14S-0124-SET,54.0,8.0,597437.45
27,A46-14S-0124-SET,54.0,14.0,1063855.69
28,A46-14S-0124-SET,54.0,11.0,839027.2
29,A46-14S-0124-SET,54.0,7.0,533926.399999999
30,A46-14S-0124-SET,54.0,8.0,610201.6
31,A46-14S-0124-SET,54.0,10.0,757502.53
32,A46-14S-0124-SET,54.0,4.0,298351.47
33,A46-14S-0124-SET,54.0,12.0,891304.8
34,A46-14S-0124-SET,54.0,8.0,594203.2
35,A46-14S-0124-SET,54.0,7.0,523412.3
36,A46-14S-0124-SET,54.0,12.0,889615.2
37,A46-14S-0124-SET,54.0,14.0,1048804.93
38,A46-14S-0124-SET,54.0,7.0,527659.51
1,S27-100460,41531.0,9.0,215783.33
2,S27-100460,41531.0,9.0,217200.0
3,S27-100460,41531.0,8.0,190400.0
4,S27-100460,41531.0,2.0,47337.5
6,S27-100460,41531.0,3.0,71006.25
7,S27-100460,41531.0,22.0,519025.0
8,S27-100460,41531.0,25.0,587500.0
9,S27-100460,41531.0,17.0,399500.0
10,S27-100460,41531.0,9.0,224100.0
11,S27-100460,41531.0,8.0,200600.0
12,S27-100460,41531.0,5.0,123324.0
13,S27-100460,41531.0,11.0,270336.0
14,S27-100460,41531.0,6.0,146475.0
15,S27-100460,41531.0,13.0,314672.38
16,S27-100460,41531.0,3.0,74104.44
17,S27-100460,41531.0,9.0,222313.319999999
18,S27-100460,41531.0,14.0,347805.91
19,S27-100460,41531.0,12.0,295200.0
20,S27-100460,41531.0,15.0,367500.0
21,S27-100460,41531.0,25.0,596203.71
22,S27-100460,41531.0,19.0,451533.17
23,S27-100460,41531.0,11.0,260521.5
24,S27-100460,41531.0,25.0,592393.669999999
25,S27-100460,41531.0,17.0,405382.74
26,S27-100460,41531.0,17.0,408600.0
27,S27-100460,41531.0,46.0,1105200.01
28,S27-100460,41531.0,7.0,167951.229999999
29,S27-100460,41531.0,11.0,255442.22
30,S27-100460,41531.0,38.0,899996.38
31,S27-100460,41531.0,27.0,640795.32
32,S27-100460,41531.0,32.0,759727.27
33,S27-100460,41531.0,27.0,641936.37
34,S27-100460,41531.0,37.0,886159.09
35,S27-100460,41531.0,37.0,869371.14
36,S27-100460,41531.0,57.0,1358900.0
37,S27-100460,41531.0,42.0,958800.04
38,S27-100460,41531.0,37.0,856008.919999999
1,C37-500367,1796.0,18.0,341677.41
2,C37-500367,1796.0,19.0,368232.0
3,C37-500367,1796.0,14.0,274864.07
4,C37-500367,1796.0,9.0,176807.12
6,C37-500367,1796.0,7.0,137802.04
7,C37-500367,1796.0,11.0,217428.88
8,C37-500367,1796.0,27.0,564609.48
9,C37-500367,1796.0,29.0,641965.48
10,C37-500367,1796.0,32.0,703192.52
11,C37-500367,1796.0,26.0,578714.879999999
12,C37-500367,1796.0,27.0,601010.82
13,C37-500367,1796.0,25.0,569707.78
14,C37-500367,1796.0,18.0,423050.13
15,C37-500367,1796.0,17.0,399183.139999999
16,C37-500367,1796.0,16.0,374966.61
17,C37-500367,1796.0,13.0,304888.589999999
18,C37-500367,1796.0,29.0,714666.88
19,C37-500367,1796.0,19.0,482055.07
20,C37-500367,1796.0,23.0,587962.7
21,C37-500367,1796.0,39.0,992536.32
22,C37-500367,1796.0,25.0,628866.0
23,C37-500367,1796.0,36.0,903026.1
24,C37-500367,1796.0,44.0,1102308.35999999
25,C37-500367,1796.0,40.0,1002000.0
26,C37-500367,1796.0,21.0,526050.0
27,C37-500367,1796.0,35.0,876750.0
28,C37-500367,1796.0,33.0,801251.09
29,C37-500367,1796.0,25.0,592124.879999999
30,C37-500367,1796.0,23.0,536382.269999999
31,C37-500367,1796.0,37.0,859810.29
32,C37-500367,1796.0,17.0,394939.62
33,C37-500367,1796.0,34.0,789831.51
34,C37-500367,1796.0,37.0,859511.029999999
35,C37-500367,1796.0,27.0,631295.44
36,C37-500367,1796.0,2.0,46724.75
1,C87-200428,34313.0,10.0,514112.5
2,C87-200428,34313.0,15.0,790962.5
3,C87-200428,34313.0,19.0,1004340.0
4,C87-200428,34313.0,12.0,634320.0
6,C87-200428,34313.0,12.0,634320.0
7,C87-200428,34313.0,7.0,370020.0
8,C87-200428,34313.0,15.0,809634.0
9,C87-200428,34313.0,14.0,779529.32
10,C87-200428,34313.0,12.0,665277.679999999
11,C87-200428,34313.0,12.0,678660.0
12,C87-200428,34313.0,12.0,678660.0
13,C87-200428,34313.0,16.0,938720.0
14,C87-200428,34313.0,14.0,834070.0
15,C87-200428,34313.0,4.0,243140.0
16,C87-200428,34313.0,6.0,364710.0
17,C87-200428,34313.0,27.0,1641195.0
18,C87-200428,34313.0,13.0,825430.36
19,C87-200428,34313.0,14.0,896218.02
20,C87-200428,34313.0,21.0,1348623.15
21,C87-200428,34313.0,10.0,642362.88
22,C87-200428,34313.0,9.0,581218.559999999
23,C87-200428,34313.0,21.0,1362205.73
24,C87-200428,34313.0,15.0,964092.41
25,C87-200428,34313.0,14.0,893258.13
26,C87-200428,34313.0,22.0,1382837.58
27,C87-200428,34313.0,8.0,505497.74
28,C87-200428,34313.0,5.0,311048.95
29,C87-200428,34313.0,6.0,373258.749999999
30,C87-200428,34313.0,10.0,611732.79
31,C87-200428,34313.0,5.0,305992.949999999
32,C87-200428,34313.0,11.0,678183.559999999
33,C87-200428,34313.0,12.0,739686.19
34,C87-200428,34313.0,4.0,246383.31
35,C87-200428,34313.0,7.0,430125.35
36,C87-200428,34313.0,16.0,984859.94
37,C87-200428,34313.0,16.0,983712.819999999
38,C87-200428,34313.0,21.0,1272832.5
39,C87-200428,34313.0,1.0,59967.29
18,SA-A51-07-0101,41531.0,3.0,160143.0
19,SA-A51-07-0101,41531.0,10.0,506852.0
20,SA-A51-07-0101,41531.0,3.0,152467.0
21,SA-A51-07-0101,41531.0,15.0,781648.859999999
22,SA-A51-07-0101,41531.0,6.0,311734.96
23,SA-A51-07-0101,41531.0,11.0,571428.0
24,SA-A51-07-0101,41531.0,17.0,880360.0
25,SA-A51-07-0101,41531.0,14.0,719004.0
26,SA-A51-07-0101,41531.0,18.0,938913.27
27,SA-A51-07-0101,41531.0,12.0,623112.0
28,SA-A51-07-0101,41531.0,9.0,467334.0
29,SA-A51-07-0101,41531.0,11.0,564306.0
30,SA-A51-07-0101,41531.0,8.0,409904.0
31,SA-A51-07-0101,41531.0,13.0,695444.0
32,SA-A51-07-0101,41531.0,11.0,593228.0
33,SA-A51-07-0101,41531.0,12.0,648696.0
34,SA-A51-07-0101,41531.0,9.0,483702.0
35,SA-A51-07-0101,41531.0,8.0,432464.0
36,SA-A51-07-0101,41531.0,13.0,702754.0
37,SA-A51-07-0101,41531.0,5.0,270290.0
38,SA-A51-07-0101,41531.0,15.0,810870.0
1,C87-200464,34313.0,1.0,97990.0
2,C87-200464,34313.0,2.0,199236.669999999
3,C87-200464,34313.0,6.0,611008.06
7,C87-200464,34313.0,2.0,204800.14
8,C87-200464,34313.0,4.0,426989.01
9,C87-200464,34313.0,3.0,321179.04
10,C87-200464,34313.0,5.0,539153.45
11,C87-200464,34313.0,2.0,221520.0
12,C87-200464,34313.0,2.0,221520.0
13,C87-200464,34313.0,3.0,346660.0
14,C87-200464,34313.0,4.0,452137.5
15,C87-200464,34313.0,4.0,461870.83
16,C87-200464,34313.0,2.0,231889.169999999
18,C87-200464,34313.0,7.0,823284.58
19,C87-200464,34313.0,4.0,517132.75
20,C87-200464,34313.0,5.0,615846.49
21,C87-200464,34313.0,3.0,373083.17
22,C87-200464,34313.0,2.0,255994.75
23,C87-200464,34313.0,1.0,129316.11
24,C87-200464,34313.0,4.0,517264.43
25,C87-200464,34313.0,3.0,381792.59
26,C87-200464,34313.0,4.0,512266.16
27,C87-200464,34313.0,5.0,636007.32
28,C87-200464,34313.0,6.0,756552.0
29,C87-200464,34313.0,15.0,1880325.0
30,C87-200464,34313.0,4.0,499989.4
31,C87-200464,34313.0,4.0,498185.6
32,C87-200464,34313.0,3.0,370555.0
33,C87-200464,34313.0,4.0,494713.05
34,C87-200464,34313.0,3.0,372119.69
35,C87-200464,34313.0,1.0,123798.81
36,C87-200464,34313.0,1.0,123236.27
37,C87-200464,34313.0,3.0,369521.29
38,C87-200464,34313.0,7.0,861393.39
1,C73-000272,2636.0,18.0,687483.309999999
2,C73-000272,2636.0,16.0,628765.29
3,C73-000272,2636.0,26.0,1021462.12
4,C73-000272,2636.0,17.0,681276.53
6,C73-000272,2636.0,31.0,1254669.09
7,C73-000272,2636.0,47.0,1896228.63
8,C73-000272,2636.0,24.0,966345.01
9,C73-000272,2636.0,23.0,955652.61
10,C73-000272,2636.0,10.0,420391.23
11,C73-000272,2636.0,20.0,852800.33
12,C73-000272,2636.0,20.0,853834.36
13,C73-000272,2636.0,15.0,652248.97
14,C73-000272,2636.0,14.0,625714.46
15,C73-000272,2636.0,14.0,637838.57
16,C73-000272,2636.0,12.0,548859.19
17,C73-000272,2636.0,10.0,461075.5
18,C73-000272,2636.0,31.0,1470077.73
19,C73-000272,2636.0,30.0,1464026.94
20,C73-000272,2636.0,17.0,830900.649999999
21,C73-000272,2636.0,17.0,832411.299999999
22,C73-000272,2636.0,11.0,540858.77
23,C73-000272,2636.0,16.0,787685.559999999
24,C73-000272,2636.0,11.0,536548.46
25,C73-000272,2636.0,10.0,484451.65
26,C73-000272,2636.0,13.0,629302.29
27,C73-000272,2636.0,8.0,387520.0
28,C73-000272,2636.0,10.0,483772.0
29,C73-000272,2636.0,4.0,191750.4
30,C73-000272,2636.0,14.0,665360.04
31,C73-000272,2636.0,7.0,329586.51
32,C73-000272,2636.0,14.0,652420.7
33,C73-000272,2636.0,8.0,371227.42
34,C73-000272,2636.0,7.0,327211.689999999
35,C73-000272,2636.0,21.0,986718.35
36,C73-000272,2636.0,17.0,797939.43
37,C73-000272,2636.0,14.0,658358.12
38,C73-000272,2636.0,11.0,517365.4
39,C73-000272,2636.0,1.0,47033.91
1,S10-130653,41365.0,32.0,414240.0
2,S10-130653,41365.0,34.0,459056.799999999
3,S10-130653,41365.0,26.0,352078.28
4,S10-130653,41365.0,13.0,176280.0
6,S10-130653,41365.0,20.0,271200.0
7,S10-130653,41365.0,26.0,352560.0
8,S10-130653,41365.0,49.0,664440.0
9,S10-130653,41365.0,34.0,452740.0
10,S10-130653,41365.0,59.0,702100.0
11,S10-130653,41365.0,37.0,441960.0
12,S10-130653,41365.0,34.0,405904.28
13,S10-130653,41365.0,39.0,464457.56
14,S10-130653,41365.0,21.0,249900.099999999
15,S10-130653,41365.0,17.0,202300.0
16,S10-130653,41365.0,24.0,285600.0
17,S10-130653,41365.0,22.0,261861.75
18,S10-130653,41365.0,45.0,535577.049999999
19,S10-130653,41365.0,43.0,511716.74
20,S10-130653,41365.0,33.0,392702.05
21,S10-130653,41365.0,55.0,654501.21
22,S10-130653,41365.0,43.0,511700.12
23,S10-130653,41365.0,55.0,654500.0
24,S10-130653,41365.0,70.0,830238.26
25,S10-130653,41365.0,77.0,900503.89
26,S10-130653,41365.0,83.0,810497.08
27,S10-130653,41365.0,81.0,774592.02
